Node,Global Id,X,Y,Z,Vx Vel,Vy Vel,Vz Vel,Press,Temp,Scal1,TurbK,TurbD,HeatFlux,Shear Mag,NVol,Density,Mach
139,1076,-129.3,372.399,0,89007.3,921586,0,-57081900,273.15,0,4.24205,2496.63,0,0,0,1.20473E-06,0
140,1079,-116.214,575.058,0,117931,1450760,0,-57751600,273.15,0,4.39294,3111.15,0,0,0,1.20473E-06,0
141,1078,138.002,455.522,0,-128263,1162880,0,-57292400,273.15,0,4.37834,2922.77,0,0,0,1.20473E-06,0
142,1073,323.563,641.895,0,-481015,1563240,0,-57868000,273.15,0,4.50653,3326.21,0,0,0,1.20473E-06,0
143,1072,245.68,776.012,0,-538089,2043450,0,-58794400,273.15,0,4.79028,4601.61,0,0,0,1.20473E-06,0
144,1075,-136.194,646.052,0,164713,1679050,0,-58112600,273.15,0,4.41532,3413.59,0,0,0,1.20473E-06,0
145,1074,-253.025,560.458,0,308134,1433070,0,-57612700,273.15,0,4.28432,2869.22,0,0,0,1.20473E-06,0
146,1037,1659.27,6777.95,0,-241322,-3607340,0,-252359,273.15,0,9.65612,1952.02,0,0,0,1.20473E-06,0
147,1036,1627.42,6716.13,0,-267884,-3723860,0,-481011,273.15,0,9.35264,1943.98,0,0,0,1.20473E-06,0
148,1039,1891.97,6430.64,0,-721681,-2626140,0,867748,273.15,0,15.7918,5679.9,0,0,0,1.20473E-06,0
149,1038,1907.41,6501.89,0,-517724,-2668810,0,766876,273.15,0,15.5158,5332.81,0,0,0,1.20473E-06,0
150,1033,1788.92,6733.56,0,-251829,-3331270,0,-206023,273.15,0,11.8445,2736.61,0,0,0,1.20473E-06,0
151,1032,1500.13,6656.34,0,-271918,-4295270,0,-858465,273.15,0,7.86774,1274.54,0,0,0,1.20473E-06,0
152,1035,1726.59,6614.15,0,-350207,-3407690,0,-474438,273.15,0,10.8919,2421.25,0,0,0,1.20473E-06,0
153,1034,1750.45,6793.81,0,-222117,-3412780,0,-157203,273.15,0,11.0045,2369.55,0,0,0,1.20473E-06,0
154,1029,1638.41,6884.87,0,-210334,-3677500,0,-30146.8,273.15,0,9.49386,1907,0,0,0,1.20473E-06,0
155,1028,1641.39,6348.87,0,-691330,-3634090,0,-1252890,273.15,0,10.5946,2853.79,0,0,0,1.20473E-06,0
156,1031,1555.57,6882.63,0,-214641,-4023870,0,-30673.7,273.15,0,8.64972,1616,0,0,0,1.20473E-06,0
157,1030,1576.81,6768.92,0,-228839,-3924850,0,-355755,273.15,0,8.79463,1710.05,0,0,0,1.20473E-06,0
158,1025,1818.23,6272.52,0,-1045160,-2993820,0,-217655,273.15,0,15.2555,5408.81,0,0,0,1.20473E-06,0
159,1024,1685.96,6236.42,0,-941749,-3488790,0,-1412350,273.15,0,12.141,3453.62,0,0,0,1.20473E-06,0
160,1027,1550.27,6450.84,0,-462943,-4047370,0,-1500840,273.15,0,8.88132,2202.54,0,0,0,1.20473E-06,0
161,1026,1795.71,6200.42,0,-1136860,-3156630,0,-944582,273.15,0,15.0509,5423.47,0,0,0,1.20473E-06,0
162,1053,345.813,1060.3,0,-1460510,2991130,0,-61637300,273.15,0,5.43127,8799.56,0,0,0,1.20473E-06,0
163,1052,313.735,1005.01,0,-1213270,2841560,0,-61064500,273.15,0,5.26948,7643.61,0,0,0,1.20473E-06,0
